ID,Você conhece e já utilizou o Simulador de Aposentadoria no SOUGOV.BR?,Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência",Eu achei o Simulador de Aposentadoria muito complexo,"2
Eu achei o Simulador de Aposentadoria muito complexo",Eu achei o Simulador de Aposentadoria fácil de usar,"3
Eu achei o Simulador de Aposentadoria fácil de usar",Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria,"4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria",Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas,"5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas",Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência,"6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência",Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente,"7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente",Eu achei o Simulador de Aposentadoria difícil de usar,"8
Eu achei o Simulador de Aposentadoria difícil de usar",Eu me senti confiante usando o Simulador de Aposentadoria,"9
Eu me senti confiante usando o Simulador de Aposentadoria","Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria.","Some a pontuação total de todas as questões ímpares (questões 1, 3, 5, 7 e 9) e, em seguida, subtraia 5 do total para obter (X).","Some a pontuação total de todas as questões de número par (questões 2, 4, 6, 8 e 10), então subtraia esse total de 25 para obter (Y).","Some a pontuação total dos novos valores (X+Y) e multiplique por 2,5.",clean_text
3360,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,19,20,"97,5",
3361,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"No meu caso, o simulador de aposentadoria não apresentou nenhum resultado.
A única mensagem que recebi foi: ""Não há fundamentos com 'requisitos já preenchidos' para exibir."" 
Essa resposta sugere que o simulador não realiza qualquer projeção e que os resultados só são disponibilizados quando os requisitos para a aposentadoria já foram cumpridos.",16,15,"77,5",nenhum resultado unico mensagem recebir fundamento requisito preencher exibir resposta sugerir realizar projecao resultado disponibilizar requisito cumprir
3362,Sim,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Deu errado ao simular a minha,6,14,50,errar
3364,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Não tenho nada a acrescentar.,8,11,"47,5",acrescentar
3365,Sim,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,O simulador não aceita a contagem de tempo ainda não averbada,0,16,40,aceitar contagem averbar
3369,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Acho de fácil compreensão, com informações precisas sobre os meus assentamentos, com os enquadramentos também precisos. Parabéns. Obrigado!",19,20,"97,5",facil compreensao informacao preciso assentamento enquadramento preciso parabens obrigar
3370,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Parabenizo a ferramenta simulador de aposentadoria. Creio que será útil .,15,10,"62,5",parabenizo ferramenta crer util
3371,Sim,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,,3,2,"12,5",
3372,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo parcialmente,2,"O simulador está fazendo as contas erradas. Entrei em 1986 e pela conta ele diz que tenho 33 anos de trabalho ao invés de 38 anos. Tenho o período anterior mo próprio órgão que não está  sendo contado. As simulações precisam ser melhor explicadas, entrei em 1986, tenho 61 anos e o simulador me diz que só  posso me aposentar em 2029. 
Ainda precisa de muitos ajustes. Meu Siape caso queiram verificar é  766120.
Atenciosamente.",8,16,60,conta errar entrar conta ano trabalho inves ano periodo anterior orgao contar precisar explicado entrar ano precisar ajuste siape querer verificar atenciosamente
3373,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,20,100,
3374,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Gostaria que tivesse valor. 
Mesmo respondendo todas as perguntas do item 2, não deixa prosseguir, por isso coloquei a mesma resposta em todas",10,10,50,gostar responder pergunta item deixar prosseguir coloquei resposta
3375,Sim,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Concordo totalmente,5,Precisamos aprender mais de leis,14,8,55,precisar aprender lei
3378,Sim,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,"Os vamos que justificam as regras para aposentadoria deveria abrir o link direto para a norma em si, bem assim a simulação de para recebimento do abono permanência.",9,14,"57,5",vamo justificar regra abrir link direto norma recebimento abono permanencia
3379,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,18,95,
3380,Sim,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,,2,2,10,
3382,Sim,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,,9,6,"37,5",
3383,Sim,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Discordo totalmente,1,"O simulador simplesmente não serviu para mim. Não foi capaz de indicar data futura em que eu terei direito, nem valor a receber.",5,10,"37,5",simplesmente servir capaz indicar data futuro direito receber
3387,Sim,Discordo parcialmente,2,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,,14,13,"67,5",
3388,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Averbei tempo de contribuição anterior no poder judiciário, mas o sistema não computou esse tempo.",10,8,45,averbar contribuicao anterior judiciario computar
3389,Sim,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,,2,10,30,
3391,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,,15,16,"77,5",
3393,Sim,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,É só o meu ou não mostra valores mesmos? Acho q isso é o q todo mundo quer ver junto ao tempo,0,8,20,mostrar mundo querer junto
3394,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Faltou apenas um coisa no simulador! Para aqueles que migraram para o RPC, há necessidade de cálculo do seu Benefício Especial quando de sua migração e atualização anual para visualização e ciência.",20,20,100,faltar migrar rpc necessidade calculo beneficio especial migracao atualizacao anual visualizacao ciencia
3395,Sim,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Não calculou a remuneração.,4,18,55,calcular remuneracao
3396,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo totalmente,5,Achei ótima a iniciativa,18,12,75,otimo iniciativa
3399,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Achei muitobdificil a solicitacao de revisao de dados. Quando enviamos um documento antigo( em PDF) o programa nao consegue converter. Nao ha espaco para solicitar nova analise de documento ja constante do dossiê funcional,17,14,"77,5",muitobdificil solicitacao revisao dado enviar documento antigo pdf programa conseguir converter espaco solicitar analise documento constante dossie funcional
3400,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,O simulador não serve para quem quer incluir no cálculo seu período trabalhado na iniciativa privada. Do jeito que está nunca será útil para mim. ,9,16,"62,5",servir querer incluir calculo periodo trabalhar iniciativa privado jeito util
3401,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo totalmente,1,,14,12,65,
3404,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,como trata-se   de simulador deveria abrir   espaço   para  usar   como criterio    para   simular   tambem com a a   lc  142  o demais   esta otimo ,18,17,"87,5",tratar abrir espaco criterio otimo
3406,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,,14,20,85,
3407,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,O simulador de aposentadoria é um sistema muito prático de ser utilizado. Creio que deva continuar como uma ferramenta para auxiliar os servidores nos cálculos de suas aposentadorias. ,20,20,100,pratico utilizar crer continuar ferramenta auxiliar calculo
3408,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,20,100,
3409,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Então, no curso que o INSS ofereceu com uma servidora do Ministério, inclusive, as opções que ela apresentou como possíveis para minha aposentadoria não aparecem todas no simulador, talvez por eu ainda não ter somado um tempo mínimo específico, mas isso não está claro em lugar nenhum, então na minha opinião era melhor apresentar possíveis cenários futuros com alertas, que deixá-los fora. Vejam como o simulador do RGPS no MEU INSS faz, ele sempre apresenta todas as opções, mesmo as ""impossíveis"" ",10,10,50,curso inss oferecer servidora ministerio opcao aparecer somar minimo especifico claro nenhum opiniao cenario futuro alerta deixa los vejam rgps inss opcao impossivel
3413,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Boa ferramenta.  alguns detalhes referentes ao tipo de aposentadoria, acrescentaria algo mais, bem como sanaria possíveis duvidas. Exemplo: Aposentadoria pelo regime jurídico único, aposentadoria com reajuste pelo índice da previdência. A minha sugestão tem como fundamento, ratificar a excelente ferramenta, sem intenção de criticar, ao contrario, aperfeiçoar o que ja considero eficiente.

Atenciosamente,

Jose Anselmo Soares da Silva
0469701",20,20,100,ferramenta algum detalhe referente acrescentar sanaria duvida regime juridico unico reajuste indice previdencia sugestao fundamento ratificar excelente ferramenta intencao criticar contrario aperfeicoar considerar eficiente atenciosamente jose anselmo soar silva
3414,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,"Iniciativa muito útil e louvável. Ajuda o servidor a conscientizar-se de seus direitos e planejar sua vida, considerando que  é difícil interpretar a Legislação que rege o tema e realizar os cálculos e simulações. Seria muito útil  integrar no mesmo ambiente do Simulador de Aposentadoria um campo onde o servidor seja informado quando adquirir o direito de solicitar o Abono de Permanência, caso deseje continuar na ativa. Aposentadoria e Abono de Permanência são temas totalmente conectados.",15,14,"72,5",iniciativa util louvavel ajudar conscientizar direito planejar vida considerar dificil interpretar legislacao reger tema realizar calculo util integrar ambiente campo informar adquirir direito solicitar abono permanencia desejar continuar ativa abono permanencia tema totalmente conectar
3415,Sim,Concordo parcialmente,4,Concordo totalmente,5,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Discordo parcialmente,2,"Não concordo, nem discordo",3,O simulador deveria permitir incluir o tempo de trabalho do RGPS ou seja o anterior a admissão ao serviço público ,10,12,55,permitir incluir trabalho rgps anterior admissao publico
3418,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Como resposta a minha consulta aparecem dois fundamentos legais pelos quais já posso me aposentar. Um com a média aritmética dos 80% maiores contribuições é melhor que o outro. Eu posso escolher pelo qual desejo me aposentar?,13,18,"77,5",resposta consulta aparecer fundamento legal media aritmetico contribuicao outro escolher desejo
3421,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,,13,18,"77,5",
3422,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,15,20,"87,5",
3425,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Gostei do Simulador. ,19,20,"97,5",gostar
3426,Sim,Concordo parcialmente,4,Discordo totalmente,1,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Bom dia! Sugiro tutorial com mais detalhes sobre o uso e as variáveis que podem ocorrer.,14,18,80,dia sugiro tutorial detalhe uso variavei ocorrer
3427,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,"Boa ferramenta para os servidores que podem ter uma noção melhor e se planejar no futuro para a aposentadoria, assim como a administração pública poderá planejar a reposição dos servidores que estão a um passo de ir para a inatividade com uma certa antecedência.  ",17,18,"87,5",ferramenta nocao planejar futuro administracao publico planejar reposicao passo inatividade certo antecedencia
3429,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Não estou na época de me aposentar pelo serviço público.  Mas acho que esse simulador deveria incluir os dados de quem era CLT antes de ser servidor público. Eu tenho 9 anos de CLT + 10 anos de servidora pública.  ,10,12,55,epoca publico incluir dado clt publico ano clt ano servidora publico
3430,Sim,Discordo parcialmente,2,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Tive dificuldade por não saber qual a melhor opção pra aposentar. Poderiam incluir as vantagens e desvantagens quando houver enquadramento em mais de uma regra,16,15,"77,5",dificuldade opcao pra incluir vantagem desvantagem enquadramento regra
3433,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não sei opinar por ser fácil ou difícil de usar pois apesar de parecer simples, não consegui obter nenhum Resultado. Todas as simulações retornaram zero reais de aposentadoria ou nenhum valor. Ou o programa tem problemas técnicos ou o problema é na orientação do usuário.",9,8,"42,5",opinar facil dificil apesar parecer simples conseguir obter nenhum resultado retornar real nenhum programa problema tecnico problema orientacao usuario
3439,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Acho que deveria ser mostrado tb o valor inicial do benefício de aposentadoria em cada regra, caso o servidor requeresse hoje.",20,20,100,mostrar inicial beneficio regra requerer hoje
3443,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Necessário acrescentar um campo para informar a CTC averbada ou que o sistema já puxe essa informação para que se calcule o tempo correto.,17,17,85,necessario acrescentar campo informar ctc averbar puxe informacao calcular correto
3444,Sim,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Acredito que deveria ser informado o valor referente a aposentadoria, isso facilitará a decisão e mostrará que o servidor público foi muito desvalorizado ao longo dos anos.",9,15,60,acreditar informar referente facilitar decisao mostrar publico desvalorizar longo ano
3445,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Achei muito interessante porque assim não precisamos ocupar um servidor para esse serviço!,15,19,85,interessante precisar ocupar
3447,Sim,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"Sugiro que a simulação do servidor seja semelhante à simulação do segurado do RGPS, que seja possível incluir períodos e salários de contribuição de vínculos de outros regimes de previdência, períodos ainda não averbados. E que seja calculado o valor aproximado da renda mensal inicial da aposentadoria na modalidade escolhida.",10,16,65,sugiro semelhante segurado rgp incluir periodo salario contribuicao vinculo outro regime previdencia periodo averbar calcular aproximar renda mensal inicial modalidade escolher
3448,Sim,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Como a contagem do tempo é no geral, o tempo pelo INSS e do serviço militar deveriam já está averbado, visando assim termos menos burocracia.",16,20,90,contagem inss militar averbado visar termos burocracia
3450,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,,18,16,85,
3451,Sim,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,4,20,60,
3453,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Gostei do simulador, acho que poderiam interligar o pedido de aposentadoria com o simulador. E, assim poderiamos ganhar tempo no  pedido.",19,19,95,gostar interligar pedido poderiar ganhar pedir
3454,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Parabéns pelo simulador de aposentadoria. Me esclareceu vários pontos. Fácil de utilizar. ,20,20,100,parabens esclarecer facil utilizar
3455,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,,11,10,"52,5",
3458,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,15,20,"87,5",
3460,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo totalmente,5,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo parcialmente,2,,14,15,"72,5",
3462,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,"Em 2021, havia solicitado a simulação de aposentadoria por meio do Protocolo CSAP 166. O resultado da pesquisa difere do atual resultado do simulador. De forma resumida foi dito que ""... Com a publicação da E.C. 103/2019, faz-se necessário que o servidor alcance de maneira cumulativa, os seguintes requisitos (para servidor do sexo masculino): 1 ¿ Serviço Público: 20 anos 2 ¿ Contribuição: 35 anos 3 ¿ Cargo: 05 anos 4 ¿ Idade: 60 anos."" A análise e resposta foi enviada por GLÁUCIA B. T. ROCHA.",10,6,40,solicitar protocolo csap resultado pesquisa diferir atual resultado resumir publicacao necessario alcance maneira cumulativo seguinte requisito sexo masculino publico ano contribuicao ano cargo ano idade ano analise resposta enviar glaucia rocha
3464,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não entendi nada do que o simulador apresentou, então possívelmente eu não utilize a ferramenta novamente. E se caso eu utilizar irei atrás de pessoas com espertizes na área para me explicar.",12,8,50,entendi utilizar ferramenta novamente utilizar irar pessoa espertiz explicar
3468,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,,12,14,65,
3471,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,18,20,95,
3479,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,19,17,90,
3481,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,,17,19,90,
