ID,Você conhece e já utilizou o Simulador de Aposentadoria no SOUGOV.BR?,Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência",Eu achei o Simulador de Aposentadoria muito complexo,"2
Eu achei o Simulador de Aposentadoria muito complexo",Eu achei o Simulador de Aposentadoria fácil de usar,"3
Eu achei o Simulador de Aposentadoria fácil de usar",Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria,"4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria",Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas,"5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas",Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência,"6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência",Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente,"7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente",Eu achei o Simulador de Aposentadoria difícil de usar,"8
Eu achei o Simulador de Aposentadoria difícil de usar",Eu me senti confiante usando o Simulador de Aposentadoria,"9
Eu me senti confiante usando o Simulador de Aposentadoria",Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria,"10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria.","Some a pontuação total de todas as questões ímpares (questões 1, 3, 5, 7 e 9) e, em seguida, subtraia 5 do total para obter (X).","Some a pontuação total de todas as questões de número par (questões 2, 4, 6, 8 e 10), então subtraia esse total de 25 para obter (Y).","Some a pontuação total dos novos valores (X+Y) e multiplique por 2,5.",clean_text,comment_in_english
4335,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Colocar uma aba de simulação para aposentadorias de quem exerce atividade de risco, insalubres. ",9,9,45,colocar aba exercer atividader risco insalubr,"Place a simulation tab for retirement benefits for those who carry out risky, unhealthy activities."
4336,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Excelente iniciativa. Assim podemos, de forma rápida, ter conhecimento da data de aposentadoria por cada fundamento legal que podemos nos enquadrar. MUITO BOM!!!!",19,20,"97,5",excelente iniciativa rapido conhecimento data fundamento legal enquadrar,"Excellent initiative. This way, we can quickly find out the retirement date for each legal basis that we can qualify for. very good!!!!"
4338,Sim,Concordo totalmente,5,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,O simulador apresenta várias opções e situações que exigem um conhecimento mais aprofundado sobre a legislação que envolve a aposentadoria e quando apresenta os resultados você fica na dúvida sobre se todas as opções são para sua escolha ou são opções gerais para todos os servidores.,10,9,"47,5",varias opcao situacao exigir conhecimento aprofundar legislacao envolver resultado duvida opcao escolha opcao,The simulator presents several options and situations that require deeper knowledge about the legislation surrounding retirement and when it presents the results you are left in doubt as to whether all the options are for you to choose or are general options for all employees.
4341,Sim,Concordo totalmente,5,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Eu realmente não consegui concluir uma ideia de quando vou me aposentar e quanto poderei receber no futuro. Os valores não apareceram pra mim.,11,8,"47,5",realmente conseguir concluir ideia receber futuro aparecer pra,I really couldn't conclude an idea of ​​when I will retire and how much I will be able to receive in the future. the values ​​didn't appear to me.
4346,Sim,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,ainda não sei o período que vou me aposentar por informações inconsistentes,6,2,20,periodo informacao inconsistente,I still don't know when I will retire due to inconsistent information
4347,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Excelente iniciativa!
Facilitou muito a vida do servidor, facilitando o acesso às informações e consequentemente  planejar a sua aposentadoria",16,20,90,excelente iniciativa facilitar vida facilitar acesso informacao consequentemente planejar,"Excellent initiative! It made life a lot easier for civil servants, facilitating access to information and consequently planning their retirement"
4350,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Eu não entendi ou não achei a maneira de informar os períodos de contribuição do regime geral de previdência ,11,13,60,entendi maneira informar periodo contribuicao regime previdencia,I didn't understand or didn't find a way to inform the contribution periods of the general pension scheme
4354,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,como fica aposentadoria por idade 75 anos,19,9,70,idade ano,How does retirement look like at age 75?
4358,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Muito obrigada e parabéns pelo aplicativo.
Ter acesso essas informações nos dá segurança e confiança para tomar decisões. 

",20,20,100,parabens aplicativo acesso informacao seguranca confianca tomar decisao,Thank you very much and congratulations on the application. Having access to this information gives us security and confidence to make decisions.
4359,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Não,12,10,55,,No
4365,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Muito bom ,14,20,85,,Very good
4369,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Seria bom ser colocado no resumo da simulação os dados temporais do indivíduo para ficar mais completo.,17,20,"92,5",colocar resumo dado temporal individuo completo,It would be good to include the individual's temporal data in the simulation summary to make it more complete.
4370,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Na minha simulação não foi apresentado o valor dos proventos no momento da aposentadoria. Nem mesmo o valor zero que falam no espaço de observação.,11,16,"67,5",provento falar espaco observacao,"In my simulation, the value of earnings at the time of retirement was not presented. not even the zero value that they talk about in the observation space."
4371,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"No meu caso, faltaram dados de tempo de serviço fora do serviço público. Além disso, entrando em novembro de 1995, farei 29 anos de serviço público no próximo mês, embora conste no simulador que eu tenha 24 anos como servidor. Não entendi o motivo desta discrepância.  

Mas o software é muito bom, é de fácil acesso e bem explicativo.

Obrigado. ",16,14,75,faltar dado publico entrar novembro far ano publico conste ano entendi motivo discrepancia software facil acesso explicativo obrigar,"In my case, there was no data on length of service outside the public service. Furthermore, entering November 1995, I will complete 29 years of public service next month, although it appears in the simulator that I have 24 years as a civil servant. I didn't understand the reason for this discrepancy.  but the software is very good, it is easy to access and very explanatory. Thank you."
4372,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Sem sugestões no momento.,11,11,55,sugestao,No suggestions at this time.
4374,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,O simulador poderia puxar o tempo de CLT para melhor visualização dos requisitos para aposentadoria. ,17,19,90,puxar clt visualizacao requisito,The simulator could pull the clt time to better visualize retirement requirements.
4375,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo parcialmente,2,Discordo totalmente,1,Discordo totalmente,1,"O simulador poderia constar também o tempo que já tenho como professor substituto que está na base do governo federal, período este entre julho /2005 e julho / 2006",13,15,70,constar professor substituto base governo federal periodo julho julho,"The simulator could also include the time I already have as a substitute teacher at the federal government base, a period between July/2005 and July/2006"
4377,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"O que não entendi é que tem que escolher uma das opções no simulador  para então verificar qual a melhor para minha aposentadoria   Ficando assim difícil , o sistema é fácil mas um pouco complicado na escolha ",12,14,65,entender escolher opcao verificar dificil facil complicado escolha,"What I didn't understand is that I have to choose one of the options in the simulator and then check which one is best for my retirement, making it difficult, the system is easy but a little complicated when choosing."
4379,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Poderia acrescentar, pelo menos se existe não localizei, se o valor que aparece como salário de aposentadoria é bruto ou líquido. Aparecem informações na tela de legislações, que poderiam descrever pelo menos a ementa da lei para facilitar a compreensão. Nas várias possibilidades de aposentadorias poderia aparecer uma TARJA no tempo ideal de aposentadoria do servidor (idade e tempo de contribuição).",19,19,95,acrescentar existir localizei aparecer salario bruto liquido aparecer informacao tela legislacao descrever ementa lei facilitar compreensao varias possibilidade aparecer tarja ideal idade contribuicao,"I could add, at least if it exists I haven't located it, whether the amount that appears as a retirement salary is gross or net. information appears on the legislation screen, which could at least describe the syllabus of the law to facilitate understanding. In the various retirement possibilities, a stripe could appear on the server's ideal retirement time (age and contribution time)."
4380,Sim,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,"Não sei o quanto o simulador considera o extrato previdenciário do CNIS, com o tempo que tenho na iniciativa privada para cálculo da aposentadoria. Não estou me sentindo seguro em me basear nele, porque tenho dúvidas quanto a isso",4,8,30,considerar extrato previdenciario cnis iniciativa privado calculo sentir seguro basear duvida,"I don't know how much the simulator considers the CNI social security statement, given the time I have in the private sector to calculate my retirement. I don't feel safe basing myself on it, because I have doubts about it"
4385,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Instrumento muito bom para se conhecer os detalhes da aposentadoria. Parabéns pela iniciativa.,19,18,"92,5",instrumento conhecer detalhe parabens iniciativa,Very good tool for finding out the details of retirement. congratulations on the initiative.
4393,Sim,Concordo totalmente,5,Concordo parcialmente,4,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,Simulador não apresenta situações da LC 142 e simplesmente diz que não ha direito. ,4,10,35,situacao simplesmente direito,Simulator does not present lc 142 situations and simply says that there is no right.
4402,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo totalmente,5,"Devido às várias mudanças com relação à aposentadoria e às várias opções que o sistema apresentou, fiquei um pouco confusa, pois não sei  qual seria a opção para receber a aposentadoria integralmente. Não sei se escolhi a correta",12,4,40,devido varias mudanca varias opcao fiquei confusa opcao receber integralmente escolher correta,"Due to the various changes regarding retirement and the various options that the system presented, I was a little confused, as I don't know what the option would be to receive my retirement in full. I don't know if I chose the right one"
4412,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,"Gostei do simulador, mas não substitui a orientação de um servidor capacitado para tal. Eu tenho dúvidas sobre a melhor Aposentadoria se Paridade ou pela média e tb quanto aos reajustes . Deveria ter um plantão de dúvidas antes da gente agendar a aposentadoria ",16,4,50,gostar substituir orientacao capacitar duvida paridader media reajuste plantao duvida gente agendar,"I liked the simulator, but it doesn't replace the guidance of a trained server. I have doubts about the best retirement, parity or average, and also about adjustments. There should be a series of questions before we schedule retirement"
4418,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Parabéns....,19,19,95,parabens,Congratulations....
4422,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Nada a ace,13,16,"72,5",ace,Nothing to do
4429,Sim,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Sugestão: como a maioria dos servidores que estão próximos do tempo de aposentar vieram já de outros cargos públicos, seria bom incluir a possibilidade de ser inserido no cálculo os prazos desses outros cargos em outros órgãos, mesmo que ainda nesses tempos não tenham sido averbados pro RJU do servidor federal.",11,20,"77,5",sugestao vier outro cargo publico incluir possibilidade inserir calculo prazo outro cargo outro orgao averbar pro rju federal,"Suggestion: as the majority of civil servants who are close to retirement have already come from other public positions, it would be good to include the possibility of including the deadlines for these other positions in other bodies in the calculation, even if they have not yet been approved by the rju of the federal server."
4430,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"O simulador apresentou muita inconsistência, em relação ao tempo de serviço.",12,8,50,inconsistencia,The simulator showed a lot of inconsistency in relation to service time.
4431,Sim,Discordo totalmente,1,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,"Excelente contribuição com o simulador de aposentadoria, dá mais segurança ao solicitar a aposentadoria.",13,11,60,excelente contribuicao seguranca solicitar,"Excellent contribution to the retirement simulator, provides more security when requesting retirement."
4439,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Gostei muito do Simulador de Aposentadoria.,20,20,100,gostar,I really liked the retirement simulator.
4444,Sim,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,O simulador foi inócuo. Informações diferentes das que colhi com meu setor de recursos humanos.,0,6,15,inocuo informacao diferentes colher setor recurso humano,The simulator was harmless. different information from what I collected from my human resources department.
4446,Sim,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo parcialmente,4,"Não concordo, nem discordo",3,Já q é simulação deveria permitir inclusão de tempo (tipo CTC) ou permitir indicar períodos exercido como deficiente para abranger um resultado mais fidedigno a cada realidade ,9,13,55,permitir inclusao ctc permitir indicar periodo exercir deficiente abranger resultado fidedigno realidade,"Since it is a simulation, it should allow inclusion of time (ctc type) or allow indicating periods exercised as deficient to cover a more reliable result for each reality"
4447,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"MANTER ESTE SIMULADOR E APERFEIÇOÁ-LO É FUNDAMENTAL ; POIS PROPICIA UMA PRATICIDADE
ADMINISTRATIVA QUE ACABA CONTRIBUINDO POSITIVAMENTE PARA NÓS SERVIDORES .
PARABÉNS POR ESTE INSTRUMENTO MUITO ÚTIL A TODOS NÓS SERVIDORES PÚBLICOS.",15,16,"77,5",manter aperfeicoa fundamental propicer praticidade administrativo acabar contribuir positivamente parabens instrumento util publico,Maintaining this simulator and improving it is essential; as it provides administrative practicality that ends up contributing positively to us civil servants. Congratulations on this very useful instrument for all of us public servants.
4448,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Muito bom possibilitar aos servidores a possibilidade de saber valores e datas que terão direito a aposentadoria e suas regras de transição.,20,20,100,possibilitar possibilidade data direito regra transicao,It's great to give employees the opportunity to find out the values ​​and dates they will be entitled to retirement and their transition rules.
4449,Sim,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Novidades sempre são bem vindas ,11,13,60,novidade,News is always welcome
4462,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Na realidade, a dificuldade não é com o simulador em si, é com a Legislação, que mudou muito nesses últimos anos. Fica uma insegurança para escolher as opções. Um manual para explicar detalhadamente cada opção seria fundamental para orientar as escolhas, ",13,13,65,realidade dificuldade legislacao mudar ano inseguranca escolher opcao manual explicar detalhadamente opcao fundamental orientar escolha,"In reality, the difficulty is not with the simulator itself, it is with the legislation, which has changed a lot in recent years. It's insecure to choose the options. a manual to explain each option in detail would be essential to guide choices,"
4464,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Considero o Simulador de Aposentadoria uma ótima ferramenta para acesso à informação, pois muitos servidores (por falta de tempo, timidez ou mesmo por encontrarem alguma falta de receptividade/má-vontade por parte de servidores de RH), não buscam respostas de forma presencial.
Sug: seria interessante se o sistema apresentasse também, os itens e respectivos valores que compuseram a determinação do valor final, bem como, a informação se o valor é bruto ou liquido, pois geram dúvidas.",19,20,"97,5",considerar otimo ferramenta acesso informacao timidez encontrar algum receptividade vontade buscar resposta presencial sug interessante item respectivo compuser determinacao informacao bruto liquido gerar duvida,"I consider the retirement simulator a great tool for accessing information, as many employees (due to lack of time, shyness or even because they encounter a lack of receptivity/ill will on the part of HR employees) do not seek answers in person. sug: it would be interesting if the system also presented the items and respective values ​​that made up the determination of the final value, as well as information on whether the value is gross or net, as these raise doubts."
4465,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Sem acréscimo a ser apontado ,20,12,80,acrescimo,No additions to be noted
4466,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Uma ferramenta excelente! Eu costumava a usar o simulador da CGU mas com a reformada previdência de 2019, esse simulador ficou obsoleto e não foi atualizado de acordo coma nova lei. Eu estava procurando um novo simulador que fosse confiável, mas não existia. O novo simulador do Sou Gov veio a preencher uma lacuna importante e beneficiar todos os servidores. Eu sugiro que o simulador mostre também a possibilidade de solicitar o abono permanência, pois também há muitas dúvidas sobre esse tema.",20,20,100,ferramenta excelente costumar cgu reformado previdencia obsoleto atualizar acordo comar lei procurar confiavel existir gov vir preencher lacuna importante beneficiar sugiro mostre possibilidade solicitar abono permanencia duvida tema,"An excellent tool! I used to use the CGU simulator, but with the 2019 pension reform, this simulator became obsolete and was not updated in accordance with the new law. I was looking for a new simulator that was reliable, but it didn't exist. The new sou gov simulator filled an important gap and benefited all employees. I suggest that the simulator also shows the possibility of requesting the permanence allowance, as there are also many doubts about this topic."
4468,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Poderiam incluir qual documentação necessária para solicitar aposentadoria e quais locais ou sites poderia obter essa documentação. ,17,19,90,incluir documentacao necessario solicitar site obter documentacao,They could include what documentation is needed to apply for retirement and which places or websites can obtain this documentation.
4470,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Parabéns pelo serviço que muito nos orienta em um tema de extrema importância para os servidores!!!,20,20,100,parabem orientar tema extremo importancia,Congratulations on the service that guides us a lot on a topic of extreme importance for servers!!!
4471,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"O Simulador me parece ser uma ferramenta bastante eficiente e de uso simples.
Entendo ser necessário a disponibilização detalhada e explicativa da legislação que fundamente a opção escolhida para a simulação.",19,16,"87,5",parecer ferramenta eficiente uso simples entendo necessario disponibilizacao detalhar explicativo legislacao fundamente opcao escolher,The simulator seems to me to be a very efficient and simple-to-use tool. I understand that it is necessary to provide detailed and explanatory legislation that supports the option chosen for the simulation.
4477,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Concordo totalmente,5,"Poderia trazer o valor do benefício financeiro atualizado para os servidores que migraram de regime, com a finalidade de trazer transparência e segurança jurídica. Muito Obrigado!!",19,13,80,beneficio financeiro atualizar migrar regime finalidade transparencia seguranca juridico,"It could bring the value of the financial benefit updated for civil servants who migrated from regime, with the aim of bringing transparency and legal security. thank you very much!!"
4478,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Ótima iniciativa para consulta de uma simulação mas creio que muita coisa vai mudar quando eu for me aposentar. O cálculo também dos valores não sei já estão de acordo com a tabela de gdass do plano de carreira.,18,14,80,otimo iniciativa consulta crer mudar calculo acordo tabela gdass plano carreira,"Great initiative to consult a simulation but I believe that a lot will change when I retire. the calculation of the values, I don't know, are already in accordance with the GDASS table of the career plan."
4480,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Não,9,9,45,,No
4483,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,Minha duvida é se contribuições fora do serviço publico serão consideradas ?? ,14,15,"72,5",duvida contribuicao publico considerar,My question is whether contributions outside public service will be considered??
4486,Sim,Concordo totalmente,5,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,"Mesmo com todas as informações já cadastradas, a simulação não funcionou.",4,2,15,informacao cadastrar funcionar,"Even with all the information already registered, the simulation did not work."
4490,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Muito boa iniciativa, pois, ainda que precise de ajustes, é a primeira ferramenta disponibilizada para simulação aos servidores, que podem ter uma boa noção de quanto tempo ainda falta para a tão sonhada aposentadoria, e já conseguirão fazer um planejamento financeiro e de vida para esse momento tão importante.
Parabéns aos organizadores dessa ideia tão necessária!",15,19,85,iniciativa precise ajuste ferramenta disponibilizar nocao sonhado conseguir planejamento financeiro vida importante parabem organizador ideia necessario,"A very good initiative, because, even though it needs adjustments, it is the first tool made available for simulation to civil servants, who can have a good idea of ​​how much time is left until their long-awaited retirement, and will now be able to plan their financial and life plans for this very important moment. congratulations to the organizers of this much needed idea!"
