ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria",comments,X,Y,sus,clean_text
4159,5,1,3,4,4,1,3,1,2,4,Preciso compreender melhor os fundamentos legais das opções ,12,14,65.0,preciso compreender melhor fundamento legal opcao
4160,3,1,5,1,5,1,5,1,5,1,,18,20,95.0,
4161,4,1,5,1,5,1,5,1,5,1,,19,20,97.5,
4163,5,5,5,5,5,5,5,5,5,5,...,20,0,50.0,
4164,4,2,4,2,3,1,4,3,4,3,Eu não tinha conhecimento dessa ferramenta e tive que me informar. Há mais de um mês fiz os procedimentos para requerer abono permanência por meio do aplicativo e até a presente data está em análise.  Tive que solicitar por outros meios. Infelizmente não me atendeu!..,14,14,70.0,conhecimento ferramenta informar fiz procedimento requerer abono permanencia aplicativo presente data analise solicitar outro infelizmente atender
4169,5,1,5,1,5,1,5,1,5,1,"Senti falta apenas, da forma dos reajustes, para cada tipo de simulação, quando dos cálculos. ",20,20,100.0,sentir reajuste calculo
4170,4,4,5,2,4,3,4,1,3,1,,15,14,72.5,
4172,3,2,2,3,2,4,3,1,2,1,"Não compreendi o motivo pelo qual o simulador de aposentadoria não está contabilizando os recolhimentos dos últimos 4 anos. Apenas tem informações de 2018 a 2020, sendo que desde 2018 sou servidora federal na ativa. ",7,14,52.5,compreendi motivo contabilizar recolhimento ano informacao servidora federal ativa
4173,3,1,5,1,5,1,3,1,5,1,,16,20,90.0,
4175,4,3,4,2,4,2,4,2,3,1,EM RELAÇÃO A COMPOSIÇÃO DA APOSENTADORIA DEVERIA SER INCLUIDO ALGUNS ITENS COMO VALORES QUE O SERVIDOR AINDA IRIA CONTINUAR RECEBENDO E QUAIS DESCONTOS PERMANCERIAM. E SE POSSÍVEL UMA PREVISAO DO RENDIMENTO.,14,15,72.5,composicao incluer algum item continuar receber desconto permancer previsao rendimento
4177,3,1,5,1,5,1,4,1,5,1,Poderia simular o salário de aposentadoria para aprimorar o planejamento individual. ,17,20,92.5,salario aprimorar planejamento individual
4179,5,5,5,5,1,4,1,1,2,1,"Nossa vida funcional está cadastrada no sistema. No meu caso, até as averbações por tempo de serviço, estão inseridas no assentamento funcional. Fiz a simulação e o sistema me apresenta várias modalidades de aposentadoria ao ponto que me confundiu e finalizei a consulta sem atender ao objetivo maior da utilização do Simulador de Aposentadoria: saber exatamente ou, no mínimo, um resultado proximal dessa temporalidade restante. Fiquei frustrado com o resultado. Nota 0 (zero).  ",9,9,45.0,vida funcional cadastrado averbacao inserido assentamento funcional fiz varias modalidade confundir finalizar consulta atender objetivo utilizacao exatamente pequeno resultado proximal temporalidade restante fiquei frustrar resultado nota
4180,4,2,4,1,3,1,4,2,4,1,"Disponibilizar a simulação completa para que ainda não preencheu os requisitos. 
Poderia ter diferentes cenários para contribuir com a construção os projetos de vida.",14,18,80.0,disponibilizar completo preencheu requisito diferente cenario contribuir construcao projeto vida
4183,4,2,5,2,4,3,4,1,4,1,,16,16,80.0,
4186,5,1,5,1,4,1,3,1,5,1,,17,20,92.5,
4190,3,2,2,3,4,2,2,4,2,3,"creio de deveria ter uma abra para trazer as informaçoes quanto ao valor que iria receber referendo ao seu beneficio de aposentadoria, o simulador so simula o tempo e se tem direito ou nao, no caso nao lhe tras uma simulaçao se seria melhhor vc se aposentar por exemplo no (REGIME GERAL ou POR PARIDADE)",8,11,47.5,crer abra informacoe receber referendo beneficio direito tra melhhor regime paridade
4192,4,3,4,2,3,3,3,3,4,2,poderia apresentar a porcentagem da remuneração que receberemos dependendo de qual escolha seja feita,13,12,62.5,porcentagem remuneracao receberer depender escolha
4193,5,2,5,3,5,3,5,2,4,4,,19,11,75.0,
4194,5,1,5,1,5,1,5,5,5,1,,20,16,90.0,
4197,3,3,3,4,3,3,2,3,2,1,Deveria ter uma explicação quanto ao resultado da pesquisa realizada porque foi obtido várias situações de aposentadoria e sem conhecimento de cada uma delas fica difícil o entendimento.,8,11,47.5,explicacao resultado pesquisa realizar obter varias situacao conhecimento dificil entendimento
4199,4,1,5,1,2,3,2,1,2,4,"Como estou na expectativa de me aposentar achei que o simulador veio em boa hora. Porém observei que ele apresenta a contagem de tempo em anos e meses, mas não os dias. E também não dá opção de adicionar tempo manual (trazido do RGPS por exemplo). Então discordo de múltiplas funcionalidades e não me senti tão confiante no resultado apresentado. E, por mais simples que seja, ainda temos colegas que tem dificuldade até para acessar o Sougov, quanto mais usar todas as funcionalidades. ",10,15,62.5,expectativa vir hora observei contagem ano dia opcao adicionar manual rgps discordo multiplo funcionalidade sentir confiante resultado simples colega dificuldade acessar sougov funcionalidade
4200,4,2,4,1,4,2,5,1,4,2,"Bom dia. Em alguns casos, na contagem de tampo de alguns colegas, há imprecisões nos dados, principalmente na contagem de tempo de serviço.",16,17,82.5,dia algum contagem tampo algum colega imprecisao dado principalmente contagem
4203,4,4,5,5,5,3,3,3,5,1,Agradeço a iniciativa e está sendo muito bom saber quanto tempo resta pra aposentar.,17,9,65.0,agradeco iniciativa restar pra
4206,2,1,5,1,4,1,5,1,4,1,,15,20,87.5,
4207,5,3,4,1,4,1,3,1,4,1,,15,18,82.5,
4208,4,2,4,2,4,2,4,1,4,2,,15,16,77.5,
4209,1,1,5,1,2,4,5,1,1,1,Os dados constantes na resposta final do simulador não refletem meu real tempo de contribuição.. Por isso senti que não posso confiar no simulador.,9,17,65.0,dado constante resposta refletir real contribuicao sentir confiar
4210,3,2,5,3,3,3,5,1,3,3,,14,13,67.5,
4211,4,2,5,3,4,2,4,1,3,1,,15,16,77.5,
4214,4,4,3,2,3,2,4,1,4,1,Talvez fosse interessante acrescentar uma funcionalidade para exibir de forma clara a previsão de valor da aposentadoria.,13,15,70.0,interessante acrescentar funcionalidade exibir claro previsao
4216,3,1,4,4,4,1,4,1,4,1,,14,17,77.5,
4219,1,1,4,3,1,5,3,2,1,1,"Ele não traz os dados do Regime Geral, ou seja, só serve para servidores que sempre trabalharam no executivo do serviço público federal e não trabalharam antes na iniciativa privada ou serviram as forças armadas como conscrito. ",5,13,45.0,dado regime servir trabalhar executivo publico federal trabalhar iniciativa privado servir forca armar conscrito
4220,3,2,4,3,3,3,3,2,3,2,,11,13,60.0,
4221,3,3,2,3,2,2,2,3,2,2,Não há!,6,12,45.0,
4224,4,2,3,2,2,3,3,4,2,3,"Deveria haver integração com o tempo de serviço anterior ao serviço público , por integrar a base de dados do MTE ou INSS e fazer a averbação automática do tempo fora ¿",9,11,50.0,integracao anterior publico integrar base dado mte inss averbacao automatico
4226,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
4228,4,2,4,1,1,1,4,1,3,1,"Bom dia, senti falta de obter o valor remuneratório quando da aposentadoria. Acredito que, além de obter a data provável da aposentadoria, seria interessante saber o valor remuneratório. Assim como saber quais índices inflacionários serão aplicados nos reajustes anuais.",11,19,75.0,dia sentir obter remuneratorio acreditar obter data provavel interessante remuneratorio indice inflacionario aplicar reajuste anual
4229,5,3,5,5,5,5,5,1,1,3,"O SIMULADOR PRECISA DETALHAR  COMO SE FOSSE UM CONTRA-CHEQUE,, PARA O SERVIDOR SABER O QUE PERDE E O QUE GANHANDO.",16,8,60.0,precisar detalhar cheque perder ganhar
4230,2,1,5,1,2,2,5,1,5,1,,14,19,82.5,
4231,5,4,2,4,4,4,3,4,4,2,Para o meu caso o sistema gerou inconsistência,13,7,50.0,gerar inconsistencia
4232,5,1,5,1,5,1,2,2,2,1,,14,19,82.5,
4237,5,1,5,1,3,1,5,1,5,1,Gostaria que simulador tb fornecesse o valor em $ estimado de aposentadoria ,18,20,95.0,gostar fornecer estimar
4239,5,1,1,1,1,4,4,1,4,1,Faltam os dados de fichas financeiras de cargos efetivos fora do siape,10,17,67.5,faltar dado ficha financeiro cargo efetivo siape
4241,1,1,4,4,4,1,4,4,4,1,Espaço para adicionarmos tempo de serviço anterior a entrada no cargo atual ,12,14,65.0,espaco adicionarmos anterior entrada cargo atual
4242,5,3,5,1,3,2,4,1,3,1,"Muito boa a proposta, no entanto, precisa ser adaptado/readequado, para que os períodos de trabalho anteriores  ao serviço público, e/ou que não são do serviço público, também migrem e entrem na contagem do tempo.
Ingressei no INSS em 03.01.1995, antes disso, tenho um período de registro em CTPS no regime CLT, que embora esteja no CNIS não entrou na contagem,  e não localizei no simulador uma opção para poder incluir manualmente e simular o tempo de trabalho corretamente.",15,17,80.0,proposta entanto precisar adaptar readequar periodo trabalho anterior publico publico migr entr contagem ingressei inss periodo registro ctps regime clt cnis entrar contagem localizei opcao incluir manualmente trabalho corretamente
4243,5,1,5,1,5,1,5,1,1,1,"Sugiro que o simulador apresente uma simulação de valores, parecido com a  que havia no SIAPE, para facilitar a decisão do servidor em se aposentar ou não.",16,20,90.0,sugiro apresente parecer siape facilitar decisao
4246,3,3,3,5,3,3,3,3,3,3,,10,8,45.0,
4248,2,2,4,5,4,1,4,1,3,1,Precisa ser mais intuitivo e com informações e opções de aposentadoria Mais bem explicadas.,12,15,67.5,precisar intuitivo informacao opcao explicado
4249,3,3,4,3,4,3,5,1,3,1,,14,14,70.0,
4251,3,3,2,3,1,2,2,4,1,3,Não aparece os vínculos públicos anteriores e nem abre espaço para acrescentar tempo de contribuição anterior ao vínculo atual. ,4,10,35.0,aparecer vinculo publico anterior abrir espaco acrescentar contribuicao anterior vinculo atual
4255,4,4,2,4,2,2,1,2,2,4,,6,9,37.5,
4256,3,1,5,1,5,1,4,1,5,1,Achei válida a ideia do simulador e gostei de ter uma expectativa/estimativa para o cumprimento dos requisitos para aposentadoria.,17,20,92.5,valida ideia gostar expectativa estimativa cumprimento requisito
4257,5,1,5,1,4,2,4,1,5,1,,18,19,92.5,
4259,5,1,5,1,2,1,5,1,5,1,Gostaria de ver a projeção futura e não só atual com os níveis. ,17,20,92.5,gostar projecao futuro atual
4260,3,3,2,3,3,2,2,1,3,1,,8,15,57.5,
4261,1,5,1,5,1,5,1,5,1,3,"Não consegui utilizar. A mensagem que aparece é de que não possui parcelas suficientes. Não entendi a mensagem, não entendi nada. Tinham muitas opções para escolher e não entendi qual eu deveria escolher",0,2,5.0,conseguir utilizar mensagem aparecer possuir parcela suficiente entendi mensagem entender opcao escolher entendi escolher
4262,5,2,4,4,4,5,4,4,5,1,Importante ferramenta para quem precisa compreender sobre essa etapa do tempo de contribuição.,17,9,65.0,importante ferramentar precisar compreender etapa contribuicao
4263,4,1,4,1,4,1,5,1,4,1,"FALHAS:
[1] Deveria dar ao usuário um mínimo de informação sobre os critérios, por exemplo, tempo contado e o salário de referência;
[2] Deveria ALERTAR o servidor da diferença de RENDA ANUAL total entre ATIVA e APOSENTADO. Essa conta é muito mais REALISTA. Só comparar a renda mensal é ILUSÓRIO. Na ativa há gratificação por férias, auxílio alimentação e compensação por seguro de saúde privado. Nada disso é recebido depois de APOSENTADO. A perda pode passar de 30%, no mensal pouco mais de 20%.",16,20,90.0,falha usuario minimo informacao criterio contar salario referencia alertar diferenca renda anual total ativa conta realista comparar renda mensal ilusorio ativa gratificacao ferias auxilio alimentacao compensacao seguro saude privado receber perda passar mensal
4264,5,2,5,1,4,1,5,1,5,1,,19,19,95.0,
4266,4,2,4,1,3,2,4,1,4,2,,14,17,77.5,
4267,3,2,4,4,5,2,5,2,4,2,"Aposentadoria é algo complexo, muitas vezes injusto e que sofre alterações a cada tantos anos. Dá-me tristeza em pensar em quanto tempo ainda falta, pois as regras não param de se alterar. Não usarei muito. ",16,13,72.5,complexo muitas injusto sofrer alteracao ano tristeza pensar faltar regra par alterar usarar
4268,5,3,1,1,5,1,5,1,5,1,"Sugiro introduzir um campo com o valor previsível para as opções de aposentadoria, além do prazo e do tipo, que estão muito bem estruturados. Esse valor pode ser calculado com base no proventos atuais do servidor ou servidora.",16,18,85.0,sugiro introduzir campo previsivel opcao prazo estruturado calcular base provento atual servidora
4269,1,1,1,1,1,5,5,1,1,1,"O simulador não mostra nada. Simp¿lesmente mostra a data de uma possível aposentadoria por idade, que já é de conhecimento de todos. Não faz nenhum tipo de cálculo do valor da aposentadoria. Ou seja não tem utilidade alguma.",4,16,50.0,mostrar simp lesmente mostrar data idade conhecimento nenhum calculo utilidade algum
4270,4,4,1,2,2,2,2,1,2,2,Como faço para corrigir os meus dados que aparecem na simulação estão completamente errados. Onde devo recorrer para mudar?,6,14,50.0,corrigir dado aparecer completamente errar recorrer mudar
4271,1,3,4,4,1,5,4,1,1,1,"O simulador não integra todas as atividades profissionais, apenas a atual. Isso faz com que não tenhamos uma imagem real do tempo que resta para a aposentadoria. É um simulador irreal. ",6,11,42.5,integrar atividade profissional atual imagem real restar irreal
4275,5,2,5,4,5,1,5,1,5,1,,20,16,90.0,
4276,4,4,2,5,3,3,2,4,2,3,,8,6,35.0,
4278,5,1,5,1,5,1,5,1,4,1,Não,19,20,97.5,
4280,5,1,5,1,1,1,5,1,5,1,Muito bom o simulador parabéns ,16,20,90.0,parabens
4281,2,2,2,4,2,4,2,3,2,4,"A finalização é confusa, dá a entender que a pessoa mudou a opção legal de aposentadoria. Daí o usuário fica em dúvida se é só uma simulação ou ele alterou o regime de sua aposentadoria ",5,8,32.5,finalizacao confusa entender pessoa mudar opcao legal usuario duvida alterar regime
4283,2,3,3,1,3,3,5,3,4,1,,12,14,65.0,
4284,2,2,3,3,3,2,2,3,2,2,Gostei da ideia de poder simular a aposentadoria e das várias opções de períodos para a aposentadoria. Parabéns pela iniciativa! Fiquei sem entender porque em nenhuma das três opções apareceu o valor simulado do provento na data prevista de se aposentar.,7,13,50.0,gostar ideia varias opcao periodo parabens iniciativa fiquei entender nenhum opcao aparecer provento data prever
4285,4,3,2,4,2,2,4,2,5,2,,12,12,60.0,
4289,5,1,5,1,5,2,5,1,5,1,APRESENTAR TODOS OS CENÁRIOS POSSÍVEIS JUNTO COM AS RESPECTIVAS ESTIMATIVAS DE PROVENTOS PARA CADA CENÁRIO.,20,19,97.5,cenario junto respectivo estimativa provento cenario
4290,4,2,4,4,4,2,4,2,3,4,"Meus dados estão incorretos, pois mostra desde 2020 que os dados não estão atualizados.",14,11,62.5,dado incorreto mostrar dado atualizado
4293,5,1,5,1,5,1,4,1,5,1,,19,20,97.5,
4294,1,1,1,1,1,3,1,3,1,3,,0,14,35.0,
4296,3,2,2,3,3,2,3,2,2,3,Falta regulamentar a aposentadoria especial para as pessoas com deficiência.,8,13,52.5,faltar regulamentar especial pessoa deficiencia
4297,4,4,4,4,2,4,4,2,2,3,Os valores apresentados nas simulações são reais ?  Os RHs vão me direcionar para a mais vantajosa em termos financeiros ?,11,8,47.5,real rhs direcionar vantajoso termo financeiro
4298,5,4,3,4,4,2,4,2,4,2,"Bom dia!

Sou Servidor com cargo de Técnico do Seguro Social (PCD) Desde 2008 e averbei períodos RGPS o que me deu possibilidade de receber o abono de permanência desde 2019, de acordo com PEC 103_19.. Infelizmente o simulador não atende aos servidores com deficiência, acho que essa condição seria de ótima valia a todos nós. 
Sugiro que essa opção atinja todos os níveis de servidores, sem distinção. ",15,11,65.0,dia cargo tecnico seguro social pcd averbei periodo rgps possibilidade receber abono permanencia acordo pec infelizmente atender deficiencia condicao otimo valer sugiro opcao atinja distincao
4299,2,3,2,1,1,5,1,3,2,1,"Queixa sobre o uso do sistema.
Meus dados cadastrais errados.
Resultados incompreensíveis ou incompletos.
Repeti a simulação e os resultados vieram totalmente diferentes",3,12,37.5,queixa uso dado cadastral errar resultado incompreensivel incompleto repeti resultado vier totalmente diferente
4303,4,1,5,2,4,2,5,1,2,1,,15,18,82.5,
4304,4,5,5,1,1,4,1,1,1,5,"Deveria aparecer os descontos previstos, e aparecer o valor líquido também ",7,9,40.0,aparecer desconto prever aparecer liquido
4305,5,5,1,2,5,5,3,5,1,1,O simulador criticou alegando que não estou cadastrado na base de dados,10,7,42.5,criticar alegar cadastrar base dado
4307,5,2,5,1,4,1,5,1,5,1,,19,19,95.0,
4309,3,3,4,3,4,2,3,3,3,3,Talvez auxiliasse a elaboração de adendos explicando de forma simples cada modalidade de cálculo.,12,11,57.5,auxiliar elaboracao adenr explicar simples modalidade calculo
4311,5,1,5,1,5,3,5,1,5,1,"Para ficar perfeito, o simulador poderia incluir o valor da remuneração estimada da aposentadoria. Os dados estão no sistema, então penso que seria possível essa ação.",20,18,95.0,perfeito incluir remuneracao estimar dado pensar acao
4312,5,2,4,2,1,1,4,2,1,2,"Tenho três vínculos contínuos no Serviço Público Federal (1995-2004 / 2004-2006 / 2006 - Atual),  mas o simulador somente considerou os dois últimos. Dessa forma, os resultados apresentados pelo simulador não apresentam situações viáveis de pedido de aposentadoria.,",10,16,65.0,vinculo continuo publico federal atual considerar resultado situacao viavel pedido
4315,5,1,5,2,5,1,4,1,5,1,,19,19,95.0,
4317,5,4,4,4,4,4,4,5,4,4,,16,4,50.0,
4318,4,4,2,4,2,4,2,4,2,2,,7,7,35.0,
4319,4,4,1,5,4,3,4,2,4,5,Não.,12,6,45.0,
4320,4,5,1,5,1,5,1,2,1,4,"FIZ A SIMULAÇÃO E DUVIDEI DO VALOR BRUTO QUE RESULTOU DO CÁLCULO. ACHEI ALTO COMPARADO COM A MINHA REMUNERAÇÃO BRUTA. ACREDITO QUE TOMOU COMO BASE A REMUNERAÇÃO TOTAL, INCLUINDO , ABONO DE PERMANEÊNCIA, AUXÍLIO ALIMENTAÇÃO  E OUTRAS VERBAS QUE NÃO ENTRARIA NESSE CÁLCULO. PRECISA SERE REVISTO PARA NÃO CAUSAR TRANSTORNO AO SOLICITAR A APOSENTADORIA.
TENHO 39 ANOS DE SERVIÇO E 64 DE IDADE.",3,4,17.5,fiz duvidar bruto resultar calculo alto comparar remuneracao bruto acreditar tomar base remuneracao total incluir abono permaneencia auxilio alimentacao outro verba entrar calculo precisar serir revisto causar transtorno solicitar ano idade
4321,4,1,1,1,5,5,4,3,3,1,,12,14,65.0,
4322,3,1,5,1,1,5,5,1,1,1,"O simulador de aposentadoria não está ligado ao tempo de contribuição do INSS o que provoca inconsistência nos prazos, como é o meu caso.
Eu sugiro que esse acesso aos dois sistema sejam efetuados rapidamente. Assim, as informações serão precisas.",10,16,65.0,contribuicao inss provocar inconsistencia prazo sugiro acesso efetuar rapidamente informacao preciso
4323,4,1,4,3,1,5,4,1,2,4,Quando tento fazer a simulação com base em um requisitos a preencher no final apresenta que a data estimada para apresentar é 00/00/00 e o valor também aparece zerado,10,11,52.5,base requisito preencher data estimar aparecer zerado
4325,3,4,3,4,4,4,4,4,4,5,,13,4,42.5,
4326,5,4,5,4,5,2,4,2,5,1,"Achei importante, uma vez que é mais uma ferramenta à disposição do servidor.",19,12,77.5,importante ferramenta disposicao
4327,1,1,5,1,1,1,5,1,5,1,Gostaria que integrasse os valores ,12,20,80.0,gostar integrar
4328,4,4,4,2,4,2,4,2,4,2,Boa ferramenta ,15,13,70.0,ferramenta
4329,3,4,3,4,3,2,4,2,4,1,,12,12,60.0,
4331,4,1,5,1,5,2,4,2,4,2,"No motivo direito da aposentadoria, colocar mais informações sobre a legislação.",17,17,85.0,motivo direito colocar informacao legislacao
4334,5,4,4,4,4,3,4,2,4,4,Poderia haver um link entre as situações apresentadas para cada opção de aposentadoria e a situação real do aposentável.,16,8,60.0,link situacao opcao situacao real aposentavel
4335,4,3,2,4,3,4,3,2,2,3,"Colocar uma aba de simulação para aposentadorias de quem exerce atividade de risco, insalubres. ",9,9,45.0,colocar aba exercer atividader risco insalubr
4336,5,1,5,1,5,1,4,1,5,1,"Excelente iniciativa. Assim podemos, de forma rápida, ter conhecimento da data de aposentadoria por cada fundamento legal que podemos nos enquadrar. MUITO BOM!!!!",19,20,97.5,excelente iniciativa rapido conhecimento data fundamento legal enquadrar
4338,5,4,2,2,2,2,4,4,2,4,O simulador apresenta várias opções e situações que exigem um conhecimento mais aprofundado sobre a legislação que envolve a aposentadoria e quando apresenta os resultados você fica na dúvida sobre se todas as opções são para sua escolha ou são opções gerais para todos os servidores.,10,9,47.5,varias opcao situacao exigir conhecimento aprofundar legislacao envolver resultado duvida opcao escolha opcao
4341,5,4,2,2,3,5,3,3,3,3,Eu realmente não consegui concluir uma ideia de quando vou me aposentar e quanto poderei receber no futuro. Os valores não apareceram pra mim.,11,8,47.5,realmente conseguir concluir ideia receber futuro aparecer pra
4344,3,1,4,3,4,2,4,1,4,2,,14,16,75.0,
4346,3,4,2,5,2,4,2,5,2,5,ainda não sei o período que vou me aposentar por informações inconsistentes,6,2,20.0,periodo informacao inconsistente
4347,5,1,5,1,1,1,5,1,5,1,"Excelente iniciativa!
Facilitou muito a vida do servidor, facilitando o acesso às informações e consequentemente  planejar a sua aposentadoria",16,20,90.0,excelente iniciativa facilitar vida facilitar acesso informacao consequentemente planejar
4348,3,3,3,4,3,2,2,2,2,2,,8,12,50.0,
4349,1,4,2,2,2,3,2,3,2,2,,4,11,37.5,
4350,4,2,2,1,3,4,4,3,3,2,Eu não entendi ou não achei a maneira de informar os períodos de contribuição do regime geral de previdência ,11,13,60.0,entendi maneira informar periodo contribuicao regime previdencia
4354,5,4,5,4,5,2,4,2,5,4,como fica aposentadoria por idade 75 anos,19,9,70.0,idade ano
4357,5,5,5,5,5,5,5,5,5,5,,20,0,50.0,
4358,5,1,5,1,5,1,5,1,5,1,"Muito obrigada e parabéns pelo aplicativo.
Ter acesso essas informações nos dá segurança e confiança para tomar decisões. 

",20,20,100.0,parabens aplicativo acesso informacao seguranca confianca tomar decisao
4359,4,3,3,4,3,3,4,2,3,3,Não,12,10,55.0,
4361,5,1,5,1,3,2,4,1,3,1,,15,19,85.0,
4362,4,1,4,1,5,1,5,1,5,1,,18,20,95.0,
4365,3,1,5,1,1,1,5,1,5,1,Muito bom ,14,20,85.0,
4367,4,4,4,1,4,2,4,1,4,1,,15,16,77.5,
4369,4,1,4,1,4,1,5,1,5,1,Seria bom ser colocado no resumo da simulação os dados temporais do indivíduo para ficar mais completo.,17,20,92.5,colocar resumo dado temporal individuo completo
4370,4,1,4,2,2,4,5,1,1,1,Na minha simulação não foi apresentado o valor dos proventos no momento da aposentadoria. Nem mesmo o valor zero que falam no espaço de observação.,11,16,67.5,provento falar espaco observacao
4371,5,1,5,2,5,4,3,1,3,3,"No meu caso, faltaram dados de tempo de serviço fora do serviço público. Além disso, entrando em novembro de 1995, farei 29 anos de serviço público no próximo mês, embora conste no simulador que eu tenha 24 anos como servidor. Não entendi o motivo desta discrepância.  

Mas o software é muito bom, é de fácil acesso e bem explicativo.

Obrigado. ",16,14,75.0,faltar dado publico entrar novembro far ano publico conste ano entendi motivo discrepancia software facil acesso explicativo obrigar
4372,3,3,3,3,3,3,4,2,3,3,Sem sugestões no momento.,11,11,55.0,sugestao
4374,4,1,5,1,3,2,5,1,5,1,O simulador poderia puxar o tempo de CLT para melhor visualização dos requisitos para aposentadoria. ,17,19,90.0,puxar clt visualizacao requisito
4375,5,2,4,2,3,3,5,2,1,1,"O simulador poderia constar também o tempo que já tenho como professor substituto que está na base do governo federal, período este entre julho /2005 e julho / 2006",13,15,70.0,constar professor substituto base governo federal periodo julho julho
4377,4,4,4,3,4,1,2,2,3,1,"O que não entendi é que tem que escolher uma das opções no simulador  para então verificar qual a melhor para minha aposentadoria   Ficando assim difícil , o sistema é fácil mas um pouco complicado na escolha ",12,14,65.0,entender escolher opcao verificar dificil facil complicado escolha
4378,5,1,5,1,5,1,5,1,5,5,,20,16,90.0,
4379,5,2,4,1,5,1,5,1,5,1,"Poderia acrescentar, pelo menos se existe não localizei, se o valor que aparece como salário de aposentadoria é bruto ou líquido. Aparecem informações na tela de legislações, que poderiam descrever pelo menos a ementa da lei para facilitar a compreensão. Nas várias possibilidades de aposentadorias poderia aparecer uma TARJA no tempo ideal de aposentadoria do servidor (idade e tempo de contribuição).",19,19,95.0,acrescentar existir localizei aparecer salario bruto liquido aparecer informacao tela legislacao descrever ementa lei facilitar compreensao varias possibilidade aparecer tarja ideal idade contribuicao
4380,1,5,1,1,3,3,3,4,1,4,"Não sei o quanto o simulador considera o extrato previdenciário do CNIS, com o tempo que tenho na iniciativa privada para cálculo da aposentadoria. Não estou me sentindo seguro em me basear nele, porque tenho dúvidas quanto a isso",4,8,30.0,considerar extrato previdenciario cnis iniciativa privado calculo sentir seguro basear duvida
4385,5,2,5,1,4,1,5,1,5,2,Instrumento muito bom para se conhecer os detalhes da aposentadoria. Parabéns pela iniciativa.,19,18,92.5,instrumento conhecer detalhe parabens iniciativa
4388,5,2,4,2,4,2,4,2,2,4,,14,13,67.5,
4393,5,4,1,2,1,5,1,1,1,3,Simulador não apresenta situações da LC 142 e simplesmente diz que não ha direito. ,4,10,35.0,situacao simplesmente direito
4397,2,2,1,1,1,1,2,1,1,1,,2,19,52.5,
4398,4,2,4,4,4,3,4,2,4,1,,15,13,70.0,
4401,3,3,3,3,3,3,3,3,3,3,,10,10,50.0,
4402,4,4,4,5,3,3,3,4,3,5,"Devido às várias mudanças com relação à aposentadoria e às várias opções que o sistema apresentou, fiquei um pouco confusa, pois não sei  qual seria a opção para receber a aposentadoria integralmente. Não sei se escolhi a correta",12,4,40.0,devido varias mudanca varias opcao fiquei confusa opcao receber integralmente escolher correta
4408,5,5,5,1,4,2,5,1,5,1,,19,15,85.0,
4412,5,4,4,4,4,4,4,4,4,5,"Gostei do simulador, mas não substitui a orientação de um servidor capacitado para tal. Eu tenho dúvidas sobre a melhor Aposentadoria se Paridade ou pela média e tb quanto aos reajustes . Deveria ter um plantão de dúvidas antes da gente agendar a aposentadoria ",16,4,50.0,gostar substituir orientacao capacitar duvida paridader media reajuste plantao duvida gente agendar
4413,3,4,4,3,4,2,3,3,4,4,,13,9,55.0,
4415,4,2,5,1,3,3,4,5,4,1,,15,13,70.0,
4418,5,1,5,1,5,2,4,1,5,1,Parabéns....,19,19,95.0,parabens
4422,4,1,5,3,3,3,3,1,3,1,Nada a ace,13,16,72.5,ace
4424,3,1,2,1,3,1,4,1,2,1,,9,20,72.5,
4426,4,3,4,1,4,1,5,1,5,1,,17,18,87.5,
4427,4,2,4,5,4,2,4,2,5,2,,16,12,70.0,
4429,5,1,3,1,2,1,3,1,3,1,"Sugestão: como a maioria dos servidores que estão próximos do tempo de aposentar vieram já de outros cargos públicos, seria bom incluir a possibilidade de ser inserido no cálculo os prazos desses outros cargos em outros órgãos, mesmo que ainda nesses tempos não tenham sido averbados pro RJU do servidor federal.",11,20,77.5,sugestao vier outro cargo publico incluir possibilidade inserir calculo prazo outro cargo outro orgao averbar pro rju federal
4430,4,2,4,2,2,5,4,4,3,4,"O simulador apresentou muita inconsistência, em relação ao tempo de serviço.",12,8,50.0,inconsistencia
4431,1,2,5,4,3,3,5,1,4,4,"Excelente contribuição com o simulador de aposentadoria, dá mais segurança ao solicitar a aposentadoria.",13,11,60.0,excelente contribuicao seguranca solicitar
4433,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
4439,5,1,5,1,5,1,5,1,5,1,Gostei muito do Simulador de Aposentadoria.,20,20,100.0,gostar
4440,4,1,5,1,4,3,5,1,5,1,,18,18,90.0,
4441,3,4,4,4,4,1,4,1,4,3,,14,12,65.0,
4442,3,2,5,2,4,2,4,1,4,1,,15,17,80.0,
