ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria."
3910,5,1,5,1,3,3,5,3,5,1,A pesquisa não ficou legal quando feita pelo celular.
3912,4,1,5,1,5,1,3,1,5,1,
3913,3,3,3,3,3,4,3,3,3,3,"No meu caso, não foi apresentado nenhum resultado na simulação, mas uma mensagem de que ainda não cumpro os requisitos. Ademais, notei que é exibido apenas o tempo de contribuição no serviço público. Penso que deveria incluir o tempo de contribuição da iniciativa privada, exibindo resultados assim: valores simulados em relação ao teto do RGP + os valores da poupança acumulada no RPC = valor total simulado."
3916,5,4,4,5,2,4,4,4,4,2,Necessita algum aprimoramento
3917,5,1,5,1,5,1,2,1,5,1,
3918,4,3,4,4,4,3,4,3,3,2,
3922,4,1,5,4,4,1,5,2,2,1,
3923,1,1,4,1,3,3,2,1,4,1,
3926,2,1,5,1,4,5,5,1,1,1,O simulador de aposentadoria trás informações desatualizadas e não tem local para informar a CTC que é o tempo que  também conta para a aposentadoria. A informação trazida não trás nenhuma credibilidade no resultado. 
3931,3,1,5,1,1,5,2,1,2,1,"Observei uma inconsistência entre a data de início no serviço público e os dados temporais. Estou a 29 anos no serviço público, desde 25/09/1995 mostrado corretamente. Mas na tabela de dados temporais mostra apenas 24 anos e 4 meses. Na página dos fundamento legais, as datas de preenchimento dos requisitos estão inconsistentes com meu tempo no serviço público. A primeira opção está correta: 10/06/2030, porém as 2 seguintes (MEDIA e PARIDADE) N estão como 22/06/2035."
3934,4,4,4,4,4,4,4,4,4,4,Sem comentarios
3938,1,3,1,3,1,1,1,3,2,3,Não gostei 
3940,5,5,2,4,3,1,2,5,5,5,
3941,2,4,2,2,2,2,4,2,4,2,Sem contribuição 
3942,5,5,5,5,5,5,5,5,5,5,
3943,4,2,4,1,4,4,4,2,3,1,"Faltou espaço para situações específicas, como direito a LC 142/13."
3947,3,3,2,5,4,4,2,3,2,4,"Nada a considerar, pois fica difícil usar um simulador que talvez tenha sido feito considerando apenas o caso do servidor que sempre esteve vinculado ao serviço público federal e desconsidere os vínculos dos servidores com órgãos públicos estaduais ou municipais."
3951,5,5,5,5,5,5,5,5,5,5,
3955,5,2,5,1,5,3,5,1,4,1,"O resultado, valor ""média aritmética"", é o valor que irei receber ou é a media sobre qual será calculado o valor a receber?
Não ficou muito claro para mim. Lá diz media 100% e apresenda a média aritmética.  Qual será o valor da aposentadoria mensal?
"
3957,1,5,1,5,1,5,1,5,1,1,"Poderiam criar um simulador de quem já era servidor publico por outro ente da federação e se vinculou à União.
"
3958,4,5,4,4,3,3,3,2,2,1,
3959,4,4,4,4,5,2,5,1,5,3,
3964,5,3,2,4,2,3,2,4,3,1,Talvez criar um curso tutorial online com orientações básicas ajudaria bastante! É isso...
3968,5,1,5,1,5,5,5,1,4,1,Algumas informações sobre meu tempo de contribuição e serviço público estão erradas. Muitas pessoas também constataram esses erros
3969,4,2,5,5,1,3,1,4,1,3,Explicar melhor as regras pois não é possível entender. Criar um chat. Ter um questionário para aplicar a melhor regra ao caso concreto. 
3971,5,1,5,1,5,1,5,1,5,1,"Sugestão: que tenha como incluir as contribuições de outros regimes de previdência, períodos que já foram averbados."
3974,5,2,5,2,3,2,5,2,4,2,
3976,3,2,4,1,2,2,4,1,4,1,
3977,1,2,4,1,4,3,4,2,4,1,"Olá, boa noite.
Como muitos na condição de intensão de se aposentar, gostaria que você apresentado o valor líquido dos proventos após simular, demonstrando quais itens dos valores do contracheque deixaremos de receber.
Agradeço se conseguirem incluir esta informação."
3979,4,4,4,4,4,4,4,2,4,1,
3980,3,2,3,3,3,3,4,2,3,3,
3984,4,2,3,2,2,5,4,2,5,1,"Seria.bom fazer projeções de aposentadoria com base nas contribuições do Funpresp de firma integrada, para simular o total da aposentadoria na data de atendimento dos requisitos. No mais, aplicativo é muito informativo e fácil de usar!"
3985,1,1,5,1,5,1,1,1,5,1,"É uma ferramenta para ampliar os conhecimentos do servidor pelo Tema, que diz respeito a todos nós."
3986,4,2,4,1,3,3,4,1,3,1,
3987,5,5,5,1,5,5,5,1,4,5,
3991,4,3,4,2,4,3,4,2,4,2,
3996,5,3,5,3,4,2,5,2,4,2,Utilizei uma única vez e gostei muito ! Espero utilizar com mais frequência para acompanhar os anos finais rumo a aposentadoria!  Fico feliz em saber que este aplicativo nos ajudará a dissipar as angústias que precedem a esse momento importante da nossa vida ! Obrigada 
4003,4,1,4,4,5,1,4,2,4,2,
4005,3,2,3,5,3,3,4,3,2,2,O simulador não considera o tempo que passamos afastado para estudos de pós-graduação (carreira EBTT) e não considera as licenças não desfrutada ss
4008,5,1,5,1,1,3,5,1,3,1,Xx
4009,2,3,3,2,4,1,4,2,4,3,
4012,5,3,5,1,5,1,5,1,5,2,"O simulador é muito bom. Ótima iniciativa. Não precisamos ir ao RH para simular aposentadoria. Agora faço isso do celular e em qualquer lugar.
Parabéns pela iniciativa"
4013,5,2,4,3,5,2,4,2,4,4,
4014,2,2,2,1,1,5,4,4,3,1,
4025,3,2,3,3,3,3,3,3,3,3,
4026,4,2,4,2,3,3,4,2,3,1,Deveria buscar dados do inss
4029,5,5,5,5,5,5,5,5,5,5,
4031,3,1,5,3,5,1,4,1,5,1,"Excelente iniciativa 
"
4033,1,4,2,3,3,4,3,4,1,3,
4035,4,1,4,1,4,1,4,1,4,1,Excelente iniciativa. 
4041,3,1,4,2,4,3,4,1,3,1,Faltou calcular o BE de quem fez a migração 
4042,4,3,4,5,3,3,5,1,4,3,Sem comentários.
4046,4,2,4,3,3,3,3,2,2,2,
4047,3,3,3,1,3,4,5,5,5,2,Infelizmente o sistema acusou que não tenho dados de ingresso no serviço público. Por isso não consegui usar a aplicação.
4048,4,2,5,4,4,2,5,1,5,1,
4049,4,1,5,5,3,2,3,1,3,1,Aplicativo muito bom.
4052,5,1,5,1,5,1,5,1,5,1,Eu gostei muito do simulador. Muito útil.  Obrigada!
4056,2,2,4,4,4,2,2,2,2,2,
4057,5,4,4,3,2,3,3,2,3,4,"Gostaria que o simulador pudesse agregar as informações sobre o trabalho na iniciativa privada. Poderia ter um campo para o número do PIS, por exemplo, e considerar o tempo trabalhado fora do serviço publico."
4059,4,4,2,4,3,2,4,2,3,3,
4061,5,4,2,5,1,5,4,5,2,4,Sugiro que a base legal seja mais explicada e que apresente os valores que serão recebidos em cada uma delas.
4067,5,1,5,1,4,1,5,1,5,1,Poderiam informar o valor estimado dos proventos de aposentadoria juntamente com o benefício especial.
4069,4,4,5,2,5,2,4,2,5,2,Muito bom.
4070,5,4,3,4,3,3,3,5,3,4,"Nada substitui uma conversa com outra pessoa para explicar. Não basta simular é preciso explicar os resultados, achei difícil entender qual dos resultados seria mais vantajoso para mim. O simulador poderia indicar os resultados do mais vantajoso para o menos, considerando idade, tempo de contribuição e valor de benefícios "
4071,5,1,5,1,4,1,4,1,5,1,
4072,3,2,2,3,1,4,3,1,1,1,"O simulador não corresponde a realidade individual dos servidores. Além disso, pela simulação ninguém consegue saber se vai se aposentar um dia em vida. Ou o simulador está errado ou servidor público não vai conseguir se aposentar mais no Brasil."
4073,4,2,4,2,2,2,2,2,4,4,Sugiro que o simulador permita a inserção de vínculos de outros regimes sem a devida averbação para aproximar da realidade .
4077,4,2,4,1,2,1,4,1,4,1,"Possuo tempo de contribuição no RGPS, mas ainda não requerí a CTC.
Seria interessante haver um campo onde vinculasse a possibilidade de integrar o período RGPS para verificar a simulação utilizando este tempo.

Muito obrigado."
4079,1,5,3,5,2,4,1,4,2,4,
4081,5,1,5,1,3,1,3,1,4,1,
4084,3,5,1,4,1,5,2,4,2,3,Não simulou nada
4085,4,1,5,1,4,1,4,1,5,1,
4086,3,1,4,2,2,3,3,1,2,3,"Achei muito interessante, pois traz números realistas e consolidados, porém ainda gera dificuldade de interpretação no cálculo baseado nas regras, poderia ter uma breve explicação sintetizada sobre o enquadramento da aposentadoria."
4088,5,1,5,1,4,1,5,1,4,1,Muito bom. 
4089,5,4,5,5,5,1,5,1,1,4,"E complexo voce confiar nas informações de sistema sem que um profissional da área nos de este respaldo, sou servidor da area de beneficios e conhecemos nossos sistemas com muitas falhas nas informações o que não da pra confiar totalmente  nas informações ali registradas, no entanto, o simulador nos da um norte, boa ferramenta. "
4090,3,5,1,4,1,5,1,5,1,1,
4091,1,1,5,1,5,1,5,1,5,1,
4092,5,1,5,1,5,1,5,1,5,1,
4094,1,1,5,1,5,1,5,1,5,1,
4095,2,1,4,2,3,3,4,2,3,1,Não
4096,3,3,3,3,3,3,3,3,3,3,"Não consegui usar, o programa não abriu"
4097,3,3,3,3,3,3,3,3,3,3,
4099,5,2,5,4,5,3,5,1,4,3,
4101,3,2,3,3,3,3,3,3,3,3,O INSS não está seguindo ele então seria necessário ajustes para ser fidedigno. 
4102,4,2,4,2,5,1,4,1,5,2,"Acho que faltou os demonstrativos ou seja, o contra cheque para esclarecimentos."
4107,3,4,2,1,3,2,4,3,2,1,O simulador deve ter um espação para inclusão de tempo passível de averbação e os resultados apresentados devem ser mais claros sobre o enquadramento e os pedágios aplicados. 
4109,5,4,4,4,4,2,3,2,4,2,Tenho uma licença de 3 meses. Posso usar essa licença em dobro para me aposentar?
4112,3,3,3,3,2,2,3,3,3,3,
4113,4,2,3,2,3,4,2,2,1,2,
4118,4,3,4,1,4,3,4,1,3,1,
4126,4,2,4,2,4,2,4,1,4,1,
4128,4,4,2,5,4,1,1,5,1,4,"Muito boa a iniciativa da função, mas precisarei conversar com alguém mais experiente para eu entender os detalhes. Antes do serviço público, tenho 12 anos de CLT e preciso entender como agregar esses outros anos de contribuição. Obrigado. "
4129,4,2,4,4,4,4,4,3,3,3,"Ao final da simulação, a data prevista para atingir os requisitos e o valor estimado ficaram em branco, então a simulação não foi totalmente útil.
Não apareceu opção para aposentadoria contando tempo anterior a carreira de magistério, ou seja, a contagem de tempo anterior não foi automática."
4130,4,3,3,3,3,3,3,4,3,3,
4131,4,1,5,4,4,3,3,4,3,3,"aposentadoria no Brasil, ainda é um tema complexo."
4132,3,1,4,4,2,3,4,1,1,3,"O Simulador de Aposentadoria não considerou o tempo de contribuição que tenho no município e no estado do Rio de Janeiro. Por isso, não sei se está correta a simulação. "
4133,3,1,5,1,3,3,5,1,3,1,
4135,5,5,5,4,5,2,3,2,5,3,o ideal seria inserir informações mais detalhadas sobre as leis...
4138,4,1,5,1,4,4,5,5,4,4,"É útil, prático."
4140,4,1,5,1,5,2,5,1,4,1,"Falta um módulo de inclusão de período/vínculo/contribuição para conplemenrar os que possuem tempo para contagem recíproca, seja de RGPS ou RPPS, com o escopo de tomada de decisão. Aos moldes do que já existe no MeuINSS, do próprio Governo Federal. "
4142,3,4,2,4,2,4,3,4,5,3,"No meu caso, só apareceram as datas nos cenários possiveis de aposentadoria, não apareceu a proporção do salário atual a que eu teria direito. Fiquei perdida no processo por não conhecer a fundo as legislação apresentada nas telas. Sugestão: tornar a linguagem mais informal (uma explicação simplificada do que cada cenário/lei significa)."
4143,2,1,5,1,2,5,5,1,2,1,O sistema não calculou nada sobre aposentadoria. Apareceu um relatório todo zerado 
4145,4,2,4,2,4,2,4,2,2,2,
4147,4,1,5,2,4,2,5,1,5,1,"Bom dia. É uma ferramenta necessária, que estava fazendo falta. Trabalho no RH e antes sempre utilizávamos o simulador de aposentadoria da CGU, que foi descontinuado após a EC 103/19. Para mim a grande falha neste simulador, é o fato de não permitir a inclusão de averbações hipotéticas para o servidor saber o quanto/ se deve/ ou não deveria trazer um período de RGPS para o cômputo. Uma servidora já pediu sobre os valores, mas isso entendo que poderia gerar uma expectativa errônea, "
4149,3,1,3,3,5,1,5,1,5,1,
4150,5,1,5,1,4,1,4,1,5,1,Muito fácil de usar e entender.
4151,5,1,5,1,5,5,4,1,5,2,
4154,3,2,5,1,5,1,4,5,4,1,
4155,3,3,3,3,3,3,3,3,3,3,Boa ferramenta 
4156,5,1,5,1,5,1,5,1,5,1,
4157,2,3,4,4,3,3,2,2,3,2,"O simulador deveria trazer esclarecimentos sobre as possibilidades que o servidor tem, uma vez apresentado o resultado da simulação, de obter maiores proventos na aposentadoria, para além do tempo de serviço. Ninguém pretende trabalhar por dois séculos para obter o maior ônus possível."
4159,5,1,3,4,4,1,3,1,2,4,Preciso compreender melhor os fundamentos legais das opções 
4160,3,1,5,1,5,1,5,1,5,1,
4161,4,1,5,1,5,1,5,1,5,1,
4163,5,5,5,5,5,5,5,5,5,5,...
4164,4,2,4,2,3,1,4,3,4,3,Eu não tinha conhecimento dessa ferramenta e tive que me informar. Há mais de um mês fiz os procedimentos para requerer abono permanência por meio do aplicativo e até a presente data está em análise.  Tive que solicitar por outros meios. Infelizmente não me atendeu!..
4169,5,1,5,1,5,1,5,1,5,1,"Senti falta apenas, da forma dos reajustes, para cada tipo de simulação, quando dos cálculos. "
4170,4,4,5,2,4,3,4,1,3,1,
4172,3,2,2,3,2,4,3,1,2,1,"Não compreendi o motivo pelo qual o simulador de aposentadoria não está contabilizando os recolhimentos dos últimos 4 anos. Apenas tem informações de 2018 a 2020, sendo que desde 2018 sou servidora federal na ativa. "
4173,3,1,5,1,5,1,3,1,5,1,
4175,4,3,4,2,4,2,4,2,3,1,EM RELAÇÃO A COMPOSIÇÃO DA APOSENTADORIA DEVERIA SER INCLUIDO ALGUNS ITENS COMO VALORES QUE O SERVIDOR AINDA IRIA CONTINUAR RECEBENDO E QUAIS DESCONTOS PERMANCERIAM. E SE POSSÍVEL UMA PREVISAO DO RENDIMENTO.
4177,3,1,5,1,5,1,4,1,5,1,Poderia simular o salário de aposentadoria para aprimorar o planejamento individual. 
4179,5,5,5,5,1,4,1,1,2,1,"Nossa vida funcional está cadastrada no sistema. No meu caso, até as averbações por tempo de serviço, estão inseridas no assentamento funcional. Fiz a simulação e o sistema me apresenta várias modalidades de aposentadoria ao ponto que me confundiu e finalizei a consulta sem atender ao objetivo maior da utilização do Simulador de Aposentadoria: saber exatamente ou, no mínimo, um resultado proximal dessa temporalidade restante. Fiquei frustrado com o resultado. Nota 0 (zero).  "
4180,4,2,4,1,3,1,4,2,4,1,"Disponibilizar a simulação completa para que ainda não preencheu os requisitos. 
Poderia ter diferentes cenários para contribuir com a construção os projetos de vida."
4183,4,2,5,2,4,3,4,1,4,1,
4186,5,1,5,1,4,1,3,1,5,1,
4190,3,2,2,3,4,2,2,4,2,3,"creio de deveria ter uma abra para trazer as informaçoes quanto ao valor que iria receber referendo ao seu beneficio de aposentadoria, o simulador so simula o tempo e se tem direito ou nao, no caso nao lhe tras uma simulaçao se seria melhhor vc se aposentar por exemplo no (REGIME GERAL ou POR PARIDADE)"
4192,4,3,4,2,3,3,3,3,4,2,poderia apresentar a porcentagem da remuneração que receberemos dependendo de qual escolha seja feita
4193,5,2,5,3,5,3,5,2,4,4,
4194,5,1,5,1,5,1,5,5,5,1,
4197,3,3,3,4,3,3,2,3,2,1,Deveria ter uma explicação quanto ao resultado da pesquisa realizada porque foi obtido várias situações de aposentadoria e sem conhecimento de cada uma delas fica difícil o entendimento.
4199,4,1,5,1,2,3,2,1,2,4,"Como estou na expectativa de me aposentar achei que o simulador veio em boa hora. Porém observei que ele apresenta a contagem de tempo em anos e meses, mas não os dias. E também não dá opção de adicionar tempo manual (trazido do RGPS por exemplo). Então discordo de múltiplas funcionalidades e não me senti tão confiante no resultado apresentado. E, por mais simples que seja, ainda temos colegas que tem dificuldade até para acessar o Sougov, quanto mais usar todas as funcionalidades. "
4200,4,2,4,1,4,2,5,1,4,2,"Bom dia. Em alguns casos, na contagem de tampo de alguns colegas, há imprecisões nos dados, principalmente na contagem de tempo de serviço."
4203,4,4,5,5,5,3,3,3,5,1,Agradeço a iniciativa e está sendo muito bom saber quanto tempo resta pra aposentar.
4206,2,1,5,1,4,1,5,1,4,1,
4207,5,3,4,1,4,1,3,1,4,1,
4208,4,2,4,2,4,2,4,1,4,2,
4209,1,1,5,1,2,4,5,1,1,1,Os dados constantes na resposta final do simulador não refletem meu real tempo de contribuição.. Por isso senti que não posso confiar no simulador.
4210,3,2,5,3,3,3,5,1,3,3,
4211,4,2,5,3,4,2,4,1,3,1,
4214,4,4,3,2,3,2,4,1,4,1,Talvez fosse interessante acrescentar uma funcionalidade para exibir de forma clara a previsão de valor da aposentadoria.
4216,3,1,4,4,4,1,4,1,4,1,
4219,1,1,4,3,1,5,3,2,1,1,"Ele não traz os dados do Regime Geral, ou seja, só serve para servidores que sempre trabalharam no executivo do serviço público federal e não trabalharam antes na iniciativa privada ou serviram as forças armadas como conscrito. "
4220,3,2,4,3,3,3,3,2,3,2,
4221,3,3,2,3,2,2,2,3,2,2,Não há!
4224,4,2,3,2,2,3,3,4,2,3,"Deveria haver integração com o tempo de serviço anterior ao serviço público , por integrar a base de dados do MTE ou INSS e fazer a averbação automática do tempo fora ¿"
4226,5,1,5,1,5,1,5,1,5,1,
4228,4,2,4,1,1,1,4,1,3,1,"Bom dia, senti falta de obter o valor remuneratório quando da aposentadoria. Acredito que, além de obter a data provável da aposentadoria, seria interessante saber o valor remuneratório. Assim como saber quais índices inflacionários serão aplicados nos reajustes anuais."
4229,5,3,5,5,5,5,5,1,1,3,"O SIMULADOR PRECISA DETALHAR  COMO SE FOSSE UM CONTRA-CHEQUE,, PARA O SERVIDOR SABER O QUE PERDE E O QUE GANHANDO."
4230,2,1,5,1,2,2,5,1,5,1,
4231,5,4,2,4,4,4,3,4,4,2,Para o meu caso o sistema gerou inconsistência
4232,5,1,5,1,5,1,2,2,2,1,
4237,5,1,5,1,3,1,5,1,5,1,Gostaria que simulador tb fornecesse o valor em $ estimado de aposentadoria 
4239,5,1,1,1,1,4,4,1,4,1,Faltam os dados de fichas financeiras de cargos efetivos fora do siape
4241,1,1,4,4,4,1,4,4,4,1,Espaço para adicionarmos tempo de serviço anterior a entrada no cargo atual 
4242,5,3,5,1,3,2,4,1,3,1,"Muito boa a proposta, no entanto, precisa ser adaptado/readequado, para que os períodos de trabalho anteriores  ao serviço público, e/ou que não são do serviço público, também migrem e entrem na contagem do tempo.
Ingressei no INSS em 03.01.1995, antes disso, tenho um período de registro em CTPS no regime CLT, que embora esteja no CNIS não entrou na contagem,  e não localizei no simulador uma opção para poder incluir manualmente e simular o tempo de trabalho corretamente."
4243,5,1,5,1,5,1,5,1,1,1,"Sugiro que o simulador apresente uma simulação de valores, parecido com a  que havia no SIAPE, para facilitar a decisão do servidor em se aposentar ou não."
4246,3,3,3,5,3,3,3,3,3,3,
4248,2,2,4,5,4,1,4,1,3,1,Precisa ser mais intuitivo e com informações e opções de aposentadoria Mais bem explicadas.
4249,3,3,4,3,4,3,5,1,3,1,
4251,3,3,2,3,1,2,2,4,1,3,Não aparece os vínculos públicos anteriores e nem abre espaço para acrescentar tempo de contribuição anterior ao vínculo atual. 
4255,4,4,2,4,2,2,1,2,2,4,
4256,3,1,5,1,5,1,4,1,5,1,Achei válida a ideia do simulador e gostei de ter uma expectativa/estimativa para o cumprimento dos requisitos para aposentadoria.
4257,5,1,5,1,4,2,4,1,5,1,
4259,5,1,5,1,2,1,5,1,5,1,Gostaria de ver a projeção futura e não só atual com os níveis. 
4260,3,3,2,3,3,2,2,1,3,1,
4261,1,5,1,5,1,5,1,5,1,3,"Não consegui utilizar. A mensagem que aparece é de que não possui parcelas suficientes. Não entendi a mensagem, não entendi nada. Tinham muitas opções para escolher e não entendi qual eu deveria escolher"
4262,5,2,4,4,4,5,4,4,5,1,Importante ferramenta para quem precisa compreender sobre essa etapa do tempo de contribuição.
4263,4,1,4,1,4,1,5,1,4,1,"FALHAS:
[1] Deveria dar ao usuário um mínimo de informação sobre os critérios, por exemplo, tempo contado e o salário de referência;
[2] Deveria ALERTAR o servidor da diferença de RENDA ANUAL total entre ATIVA e APOSENTADO. Essa conta é muito mais REALISTA. Só comparar a renda mensal é ILUSÓRIO. Na ativa há gratificação por férias, auxílio alimentação e compensação por seguro de saúde privado. Nada disso é recebido depois de APOSENTADO. A perda pode passar de 30%, no mensal pouco mais de 20%."
4264,5,2,5,1,4,1,5,1,5,1,
4266,4,2,4,1,3,2,4,1,4,2,
4267,3,2,4,4,5,2,5,2,4,2,"Aposentadoria é algo complexo, muitas vezes injusto e que sofre alterações a cada tantos anos. Dá-me tristeza em pensar em quanto tempo ainda falta, pois as regras não param de se alterar. Não usarei muito. "
4268,5,3,1,1,5,1,5,1,5,1,"Sugiro introduzir um campo com o valor previsível para as opções de aposentadoria, além do prazo e do tipo, que estão muito bem estruturados. Esse valor pode ser calculado com base no proventos atuais do servidor ou servidora."
4269,1,1,1,1,1,5,5,1,1,1,"O simulador não mostra nada. Simp¿lesmente mostra a data de uma possível aposentadoria por idade, que já é de conhecimento de todos. Não faz nenhum tipo de cálculo do valor da aposentadoria. Ou seja não tem utilidade alguma."
4270,4,4,1,2,2,2,2,1,2,2,Como faço para corrigir os meus dados que aparecem na simulação estão completamente errados. Onde devo recorrer para mudar?
4271,1,3,4,4,1,5,4,1,1,1,"O simulador não integra todas as atividades profissionais, apenas a atual. Isso faz com que não tenhamos uma imagem real do tempo que resta para a aposentadoria. É um simulador irreal. "
4275,5,2,5,4,5,1,5,1,5,1,
4276,4,4,2,5,3,3,2,4,2,3,
4278,5,1,5,1,5,1,5,1,4,1,Não
4280,5,1,5,1,1,1,5,1,5,1,Muito bom o simulador parabéns 
4281,2,2,2,4,2,4,2,3,2,4,"A finalização é confusa, dá a entender que a pessoa mudou a opção legal de aposentadoria. Daí o usuário fica em dúvida se é só uma simulação ou ele alterou o regime de sua aposentadoria "
4283,2,3,3,1,3,3,5,3,4,1,
4284,2,2,3,3,3,2,2,3,2,2,Gostei da ideia de poder simular a aposentadoria e das várias opções de períodos para a aposentadoria. Parabéns pela iniciativa! Fiquei sem entender porque em nenhuma das três opções apareceu o valor simulado do provento na data prevista de se aposentar.
4285,4,3,2,4,2,2,4,2,5,2,
4289,5,1,5,1,5,2,5,1,5,1,APRESENTAR TODOS OS CENÁRIOS POSSÍVEIS JUNTO COM AS RESPECTIVAS ESTIMATIVAS DE PROVENTOS PARA CADA CENÁRIO.
4290,4,2,4,4,4,2,4,2,3,4,"Meus dados estão incorretos, pois mostra desde 2020 que os dados não estão atualizados."
4293,5,1,5,1,5,1,4,1,5,1,
4294,1,1,1,1,1,3,1,3,1,3,
4296,3,2,2,3,3,2,3,2,2,3,Falta regulamentar a aposentadoria especial para as pessoas com deficiência.
4297,4,4,4,4,2,4,4,2,2,3,Os valores apresentados nas simulações são reais ?  Os RHs vão me direcionar para a mais vantajosa em termos financeiros ?
4298,5,4,3,4,4,2,4,2,4,2,"Bom dia!

Sou Servidor com cargo de Técnico do Seguro Social (PCD) Desde 2008 e averbei períodos RGPS o que me deu possibilidade de receber o abono de permanência desde 2019, de acordo com PEC 103_19.. Infelizmente o simulador não atende aos servidores com deficiência, acho que essa condição seria de ótima valia a todos nós. 
Sugiro que essa opção atinja todos os níveis de servidores, sem distinção. "
4299,2,3,2,1,1,5,1,3,2,1,"Queixa sobre o uso do sistema.
Meus dados cadastrais errados.
Resultados incompreensíveis ou incompletos.
Repeti a simulação e os resultados vieram totalmente diferentes"
4303,4,1,5,2,4,2,5,1,2,1,
4304,4,5,5,1,1,4,1,1,1,5,"Deveria aparecer os descontos previstos, e aparecer o valor líquido também "
4305,5,5,1,2,5,5,3,5,1,1,O simulador criticou alegando que não estou cadastrado na base de dados
4307,5,2,5,1,4,1,5,1,5,1,
4309,3,3,4,3,4,2,3,3,3,3,Talvez auxiliasse a elaboração de adendos explicando de forma simples cada modalidade de cálculo.
4311,5,1,5,1,5,3,5,1,5,1,"Para ficar perfeito, o simulador poderia incluir o valor da remuneração estimada da aposentadoria. Os dados estão no sistema, então penso que seria possível essa ação."
4312,5,2,4,2,1,1,4,2,1,2,"Tenho três vínculos contínuos no Serviço Público Federal (1995-2004 / 2004-2006 / 2006 - Atual),  mas o simulador somente considerou os dois últimos. Dessa forma, os resultados apresentados pelo simulador não apresentam situações viáveis de pedido de aposentadoria.,"
4315,5,1,5,2,5,1,4,1,5,1,
4317,5,4,4,4,4,4,4,5,4,4,
4318,4,4,2,4,2,4,2,4,2,2,
4319,4,4,1,5,4,3,4,2,4,5,Não.
4320,4,5,1,5,1,5,1,2,1,4,"FIZ A SIMULAÇÃO E DUVIDEI DO VALOR BRUTO QUE RESULTOU DO CÁLCULO. ACHEI ALTO COMPARADO COM A MINHA REMUNERAÇÃO BRUTA. ACREDITO QUE TOMOU COMO BASE A REMUNERAÇÃO TOTAL, INCLUINDO , ABONO DE PERMANEÊNCIA, AUXÍLIO ALIMENTAÇÃO  E OUTRAS VERBAS QUE NÃO ENTRARIA NESSE CÁLCULO. PRECISA SERE REVISTO PARA NÃO CAUSAR TRANSTORNO AO SOLICITAR A APOSENTADORIA.
TENHO 39 ANOS DE SERVIÇO E 64 DE IDADE."
4321,4,1,1,1,5,5,4,3,3,1,
4322,3,1,5,1,1,5,5,1,1,1,"O simulador de aposentadoria não está ligado ao tempo de contribuição do INSS o que provoca inconsistência nos prazos, como é o meu caso.
Eu sugiro que esse acesso aos dois sistema sejam efetuados rapidamente. Assim, as informações serão precisas."
4323,4,1,4,3,1,5,4,1,2,4,Quando tento fazer a simulação com base em um requisitos a preencher no final apresenta que a data estimada para apresentar é 00/00/00 e o valor também aparece zerado
4325,3,4,3,4,4,4,4,4,4,5,
4326,5,4,5,4,5,2,4,2,5,1,"Achei importante, uma vez que é mais uma ferramenta à disposição do servidor."
4327,1,1,5,1,1,1,5,1,5,1,Gostaria que integrasse os valores 
4328,4,4,4,2,4,2,4,2,4,2,Boa ferramenta 
4329,3,4,3,4,3,2,4,2,4,1,
4331,4,1,5,1,5,2,4,2,4,2,"No motivo direito da aposentadoria, colocar mais informações sobre a legislação."
4334,5,4,4,4,4,3,4,2,4,4,Poderia haver um link entre as situações apresentadas para cada opção de aposentadoria e a situação real do aposentável.
4335,4,3,2,4,3,4,3,2,2,3,"Colocar uma aba de simulação para aposentadorias de quem exerce atividade de risco, insalubres. "
4336,5,1,5,1,5,1,4,1,5,1,"Excelente iniciativa. Assim podemos, de forma rápida, ter conhecimento da data de aposentadoria por cada fundamento legal que podemos nos enquadrar. MUITO BOM!!!!"
4338,5,4,2,2,2,2,4,4,2,4,O simulador apresenta várias opções e situações que exigem um conhecimento mais aprofundado sobre a legislação que envolve a aposentadoria e quando apresenta os resultados você fica na dúvida sobre se todas as opções são para sua escolha ou são opções gerais para todos os servidores.
4341,5,4,2,2,3,5,3,3,3,3,Eu realmente não consegui concluir uma ideia de quando vou me aposentar e quanto poderei receber no futuro. Os valores não apareceram pra mim.
4344,3,1,4,3,4,2,4,1,4,2,
4346,3,4,2,5,2,4,2,5,2,5,ainda não sei o período que vou me aposentar por informações inconsistentes
4347,5,1,5,1,1,1,5,1,5,1,"Excelente iniciativa!
Facilitou muito a vida do servidor, facilitando o acesso às informações e consequentemente  planejar a sua aposentadoria"
4348,3,3,3,4,3,2,2,2,2,2,
4349,1,4,2,2,2,3,2,3,2,2,
